       0 | 25900
     100 | 16803600
     200 | 2051000
     300 | 2555900
     400 | 2132700
     500 | 1706800
     600 | 1517200
     700 | 1516000
     800 | 1977500
     900 | 1920000
    1000 | 2130900
    1100 | 1873500
    1200 | 2523100
    1300 | 2628400
    1400 | 2944100
    1500 | 3122000
    1600 | 4639200
    1700 | 3487900
    1800 | 3345200
    1900 | 3696500
    2000 | 3674300
    2100 | 3845400
    2200 | 3236000
    2300 | 3720600
    2400 | 3768500
    2500 | 3853100
    2600 | 4667700
    2700 | 4123000
    2800 | 4657900
    2900 | 4904000
    3000 | 4932300
    3100 | 5472500
    3200 | 5432000
    3300 | 5668200
    3400 | 5595300
    3500 | 5251100
    3600 | 3568200
    3700 | 10235900
    3800 | 3167900
    3900 | 3705500
    4000 | 3361800
    4100 | 2937800
    4200 | 3620000
    4300 | 3648600
    4400 | 3737200
    4500 | 3880900
    4600 | 4515700
    4700 | 3627900
    4800 | 2378200
    4900 | 2648800
    5000 | 2943100
    5100 | 2182000
    5200 | 2340900
    5300 | 2496100
    5400 | 2408900
    5500 | 1988700
    5600 | 2001600
    5700 | 2303700
    5800 | 2170300
    5900 | 2839700
    6000 | 3420300
    6100 | 4048200
    6200 | 4029400
    6300 | 3924200
    6400 | 4117500
    6500 | 4327100
    6600 | 4085600
    6700 | 4753400
    6800 | 4258600
    6900 | 4117900
    7000 | 3952700
    7100 | 4306600
    7200 | 4629800
    7300 | 10316700
    7400 | 3556500
    7500 | 3617500
    7600 | 2734200
    7700 | 4287700
    7800 | 2768300
    7900 | 4124900
    8000 | 3411000
    8100 | 4024500
    8200 | 2950700
    8300 | 3545200
    8400 | 3417600
    8500 | 3587000
    8600 | 3217800
    8700 | 4522000
    8800 | 3962600
    8900 | 4414800
    9000 | 2614600
    9100 | 2591200
    9200 | 2598100
    9300 | 2627900
    9400 | 2749300
    9500 | 2701800
    9600 | 2753200
    9700 | 2811200
    9800 | 2746400
    9900 | 4713000
   10000 | 4990200
   10100 | 4826100
   10200 | 4956500
   10300 | 4890800
   10400 | 4263000
   10500 | 4248200
   10600 | 4491900
   10700 | 5504700
   10800 | 5008900
   10900 | 5606900
   11000 | 4659700
   11100 | 5287700
   11200 | 5161400
   11300 | 4417200
   11400 | 5105500
   11500 | 5752900
   11600 | 5417500
   11700 | 5631300
   11800 | 5303700
   11900 | 5548500
   12000 | 5653000
   12100 | 6706400
   12200 | 5427000
   12300 | 5295000
   12400 | 6855700
   12500 | 6908600
   12600 | 6913600
   12700 | 5859300
   12800 | 7028500
   12900 | 7250200
   13000 | 6524600
   13100 | 5189100
   13200 | 5850800
   13300 | 7460700
   13400 | 5818100
   13500 | 6910700
   13600 | 5352900
   13700 | 6340800
   13800 | 5460100
   13900 | 6453700
   14000 | 7484300
   14100 | 11925000
   14200 | 5074700
   14300 | 4799900
   14400 | 4261400
   14500 | 5356600
   14600 | 4747900
   14700 | 4744500
   14800 | 4195300
   14900 | 4483700
   15000 | 4534500
   15100 | 4359700
   15200 | 4277000
   15300 | 4472500
   15400 | 4342100
   15500 | 5425000
   15600 | 6677800
   15700 | 7038100
   15800 | 5307600
   15900 | 6233900
   16000 | 6257200
   16100 | 5395900
   16200 | 4942100
   16300 | 5864500
   16400 | 6186000
   16500 | 6399600
   16600 | 6728600
   16700 | 7545300
   16800 | 6260200
   16900 | 5711600
   17000 | 6540700
   17100 | 6755400
   17200 | 7166000
   17300 | 7296300
   17400 | 7492400
   17500 | 5538400
   17600 | 7087700
   17700 | 7056100
   17800 | 6897800
   17900 | 5679000
   18000 | 5210200
   18100 | 5474900
   18200 | 6703300
   18300 | 7549500
   18400 | 7649600
   18500 | 6008700
   18600 | 9783400
   18700 | 5284800
   18800 | 5279100
   18900 | 5399800
   19000 | 5370900
   19100 | 5761800
   19200 | 6167700
   19300 | 5982100
   19400 | 5726800
   19500 | 6119700
   19600 | 5539600
   19700 | 5730300
   19800 | 6748100
   19900 | 6080300
   20000 | 6397700
   20100 | 5712300
   20200 | 5874000
   20300 | 5889600
   20400 | 6403900
   20500 | 6253300
   20600 | 6570600
   20700 | 5917500
   20800 | 5905500
   20900 | 5975000
   21000 | 5967400
   21100 | 6032800
   21200 | 6312800
   21300 | 7385200
   21400 | 6114800
   21500 | 6395700
   21600 | 6267500
   21700 | 6283000
   21800 | 6157600
   21900 | 6228300
   22000 | 6228700
   22100 | 6548100
   22200 | 10553100
   22300 | 6285600
   22400 | 6313600
   22500 | 6633400
   22600 | 6360200
   22700 | 6993400
   22800 | 6439800
   22900 | 9602100
   23000 | 7858800
   23100 | 6626800
   23200 | 6940900
   23300 | 7011100
   23400 | 8843200
   23500 | 8669300
   23600 | 6852800
   23700 | 6874500
   23800 | 7136600
   23900 | 8054000
   24000 | 6818800
   24100 | 6755100
   24200 | 6838200
   24300 | 7093800
   24400 | 6838600
   24500 | 6840400
   24600 | 6907300
   24700 | 6929700
   24800 | 6957100
   24900 | 7259500
   25000 | 7129000
   25100 | 7111200
   25200 | 7400400
   25300 | 14584500
   25400 | 10112300
   25500 | 10965800
   25600 | 11513100
   25700 | 11469400
   25800 | 10749100
   25900 | 11235900
   26000 | 11584700
   26100 | 10920800
   26200 | 10579200
   26300 | 8260600
   26400 | 7700600
   26500 | 8472700
   26600 | 10679000
   26700 | 8286900
   26800 | 10361700
   26900 | 9796400
   27000 | 8063300
   27100 | 10992900
   27200 | 9310600
   27300 | 8304100
   27400 | 9872100
   27500 | 9622800
   27600 | 9610200
   27700 | 9279900
   27800 | 10819800
   27900 | 10914500
   28000 | 8454600
   28100 | 10390700
   28200 | 10716700
   28300 | 9758900
   28400 | 9523500
   28500 | 9817100
   28600 | 14085600
   28700 | 10634700
   28800 | 8788700
   28900 | 8603300
   29000 | 8271500
   29100 | 8923100
   29200 | 9427200
   29300 | 11871800
   29400 | 11725700
   29500 | 9684000
   29600 | 9017000
   29700 | 9116100
   29800 | 10763900
   29900 | 9254400
   30000 | 9362900
   30100 | 8593100
   30200 | 8824000
   30300 | 9194400
   30400 | 9271600
   30500 | 10655600
   30600 | 9145000
   30700 | 8772800
   30800 | 11779700
   30900 | 11882100
   31000 | 9175200
   31100 | 9694800
   31200 | 12525100
   31300 | 11076900
   31400 | 12752900
   31500 | 13895600
   31600 | 12787200
   31700 | 10003000
   31800 | 9754900
   31900 | 12541600
   32000 | 12146500
   32100 | 10859200
   32200 | 9819900
   32300 | 12479300
   32400 | 10149900
   32500 | 12525400
   32600 | 11251400
   32700 | 9894200
   32800 | 9819500
   32900 | 9349100
   33000 | 9552700
   33100 | 10596700
   33200 | 13084100
   33300 | 9474900
   33400 | 9772000
   33500 | 9858000
   33600 | 9804200
   33700 | 9747200
   33800 | 9686600
   33900 | 10148600
   34000 | 9623000
   34100 | 9773500
   34200 | 14281200
   34300 | 9931200
   34400 | 9833100
   34500 | 12989900
   34600 | 10916500
   34700 | 9888000
   34800 | 9905500
   34900 | 9801600
   35000 | 10632200
   35100 | 10547000
   35200 | 10502900
   35300 | 12667100
   35400 | 10767200
   35500 | 11113800
   35600 | 11368100
   35700 | 10146900
   35800 | 10610700
   35900 | 11936900
   36000 | 13033600
   36100 | 11109400
   36200 | 11724500
   36300 | 10256300
   36400 | 11176400
   36500 | 13258400
   36600 | 19968000
   36700 | 12793100
   36800 | 14981000
   36900 | 14961400
   37000 | 11650700
   37100 | 12138100
   37200 | 15650300
   37300 | 15668800
   37400 | 10582000
   37500 | 13840900
   37600 | 12394500
   37700 | 15153800
   37800 | 12790000
   37900 | 11132100
   38000 | 14355800
   38100 | 13475300
   38200 | 11726000
   38300 | 11152200
   38400 | 13628700
   38500 | 10951900
   38600 | 10881100
   38700 | 14474100
   38800 | 14249000
   38900 | 16104800
   39000 | 12563500
   39100 | 17283700
   39200 | 12040900
   39300 | 11830800
   39400 | 11526200
   39500 | 13503700
   39600 | 16135500
   39700 | 16202100
   39800 | 15826900
   39900 | 19351300
   40000 | 15205200
   40100 | 16515900
   40200 | 16490800
   40300 | 14139100
   40400 | 15265600
   40500 | 15196500
   40600 | 14939500
   40700 | 13685000
   40800 | 13350400
   40900 | 15136300
   41000 | 14879300
   41100 | 16571400
   41200 | 14672800
   41300 | 18535600
   41400 | 12772000
   41500 | 11726800
   41600 | 11911100
   41700 | 11907700
   41800 | 12760300
   41900 | 12860600
   42000 | 13116900
   42100 | 13134300
   42200 | 12059300
   42300 | 13098000
   42400 | 14427200
   42500 | 13784500
   42600 | 14954700
   42700 | 13915800
   42800 | 13198200
   42900 | 12292400
   43000 | 12323000
   43100 | 15217800
   43200 | 13077400
   43300 | 12489700
   43400 | 16589500
   43500 | 12667400
   43600 | 12574800
   43700 | 12667200
   43800 | 13736400
   43900 | 13236200
   44000 | 13168600
   44100 | 13207300
   44200 | 12969500
   44300 | 17682500
   44400 | 17970400
   44500 | 17421400
   44600 | 17479400
   44700 | 17986400
   44800 | 13101900
   44900 | 13400000
   45000 | 13172400
   45100 | 13015800
   45200 | 13315300
   45300 | 13401900
   45400 | 19859800
   45500 | 19627400
   45600 | 19822400
   45700 | 19421700
   45800 | 19045400
   45900 | 19415800
   46000 | 24697100
   46100 | 23402000
   46200 | 16011400
   46300 | 14009900
   46400 | 19110600
   46500 | 17886100
   46600 | 13783100
   46700 | 13539300
   46800 | 13246600
   46900 | 13489200
   47000 | 14068800
   47100 | 13683100
   47200 | 15703000
   47300 | 18744600
   47400 | 18868500
   47500 | 19027600
   47600 | 14187700
   47700 | 18558200
   47800 | 17251400
   47900 | 17985100
   48000 | 14448900
   48100 | 19941500
   48200 | 14162200
   48300 | 14277000
   48400 | 13875500
   48500 | 14423400
   48600 | 14405200
   48700 | 14463600
   48800 | 17943700
   48900 | 17604100
   49000 | 17771900
   49100 | 14727500
   49200 | 14604700
   49300 | 19946900
   49400 | 19925800
   49500 | 14823400
   49600 | 17159400
   49700 | 14738100
   49800 | 14303600
   49900 | 21404300
   50000 | 16420500
   50100 | 19205300
   50200 | 16315400
   50300 | 16977200
   50400 | 14958100
   50500 | 15162200
   50600 | 18516500
   50700 | 18426800
   50800 | 20505900
   50900 | 16480000
   51000 | 14884600
   51100 | 20106200
   51200 | 19057600
   51300 | 15292600
   51400 | 17435300
   51500 | 15722500
   51600 | 18314100
   51700 | 20329400
   51800 | 15423700
   51900 | 14980300
   52000 | 15314400
   52100 | 21613900
   52200 | 17219000
   52300 | 15312500
   52400 | 15872400
   52500 | 14957900
   52600 | 16717200
   52700 | 21294700
   52800 | 21145800
   52900 | 16185900
   53000 | 19200100
   53100 | 16920600
   53200 | 15528700
   53300 | 17454100
   53400 | 15641900
   53500 | 16614200
   53600 | 15947600
   53700 | 15831800
   53800 | 16216200
   53900 | 15408700
   54000 | 15499600
   54100 | 17310900
   54200 | 15640900
   54300 | 20617100
   54400 | 19224500
   54500 | 17821900
   54600 | 15443500
   54700 | 15579800
   54800 | 17495700
   54900 | 15656200
   55000 | 15759200
   55100 | 15690100
   55200 | 15698100
   55300 | 15792100
   55400 | 16002900
   55500 | 15825000
   55600 | 15830200
   55700 | 15994600
   55800 | 16446300
   55900 | 16221500
   56000 | 15959100
   56100 | 18346400
   56200 | 17043200
   56300 | 18097400
   56400 | 17146100
   56500 | 18291900
   56600 | 18081900
   56700 | 18197500
